DATE,DAYOFWEEK,SEASON,HOLIDAYPROX,HOLIDAYMETRIC,HOLIDAYNAME,MAXTEMP,MINTEMP,MEANTEMP,INSESSION,INWEIGHTED,INMAREKETS,INDRIVEWT,INCALIFORNIA,INWASHINGTONDC,INCENTRALFL,INDRIVE,INFLORIDA,INMARDIGRAS,INMIDWEST,INNYNJ,INNYNJPA,INNEWENGLAND,INJERSEY,INNORTHWEST,INSOUTHWEST
4/18/14,Friday,EASTER,0,0,Good Friday,81.38,68.5,74.94,36%,30%,46%,33%,66%,12%,36%,44%,34%,8%,43%,0%,0%,32%,0%,60%,23%
4/19/14,Saturday,EASTER,2,0,,76,64.67,70.34,36%,30%,46%,33%,66%,12%,36%,44%,34%,8%,43%,0%,0%,32%,0%,60%,23%
4/20/14,Sunday,EASTER,0,0,Easter Sunday,69.91,61.33,65.62,71%,81%,93%,86%,81%,24%,100%,99%,98%,93%,83%,100%,100%,14%,100%,100%,94%
4/21/14,Monday,EASTER,0,5,Easter Monday,72.16,61.37,66.77,71%,81%,93%,86%,81%,24%,100%,99%,98%,93%,83%,100%,100%,14%,100%,100%,94%
4/22/14,Tuesday,EASTER,2,5,,79.96,58.11,69.04,88%,94%,98%,96%,87%,94%,100%,99%,98%,97%,97%,100%,100%,14%,100%,100%,100%
4/23/14,Wednesday,EASTER,3,5,,83.88,62.53,73.21,89%,95%,98%,96%,87%,94%,100%,99%,98%,100%,97%,100%,100%,14%,100%,100%,100%
4/24/14,Thursday,EASTER,4,0,,86.48,64.86,75.67,89%,94%,98%,95%,92%,80%,100%,99%,98%,100%,97%,100%,100%,14%,100%,100%,100%
4/25/14,Friday,EASTER,5,0,,86.13,66.61,76.37,87%,93%,98%,95%,92%,94%,100%,99%,98%,85%,97%,100%,100%,14%,100%,100%,100%
4/26/14,Saturday,EASTER,6,0,,87.08,67.09,77.09,87%,93%,98%,95%,92%,94%,100%,99%,98%,85%,97%,100%,100%,14%,100%,100%,100%
4/27/14,Sunday,EASTER,7,0,,89.25,67.65,78.45,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
4/28/14,Monday,EASTER,8,0,,90.89,70.01,80.45,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
4/29/14,Tuesday,EASTER,7,0,,89.93,71.45,80.69,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
4/30/14,Wednesday,SPRING,6,0,,86.56,70.5,78.53,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/2/14,Friday,SPRING,4,0,,78.39,70.5,74.45,94%,96%,98%,96%,98%,100%,100%,99%,98%,100%,62%,100%,100%,100%,100%,100%,100%
5/3/14,Saturday,SPRING,3,0,,72.89,62.69,67.79,94%,96%,98%,96%,98%,100%,100%,99%,98%,100%,62%,100%,100%,100%,100%,100%,100%
5/4/14,Sunday,SPRING,2,0,,82.67,59.38,71.03,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/5/14,Monday,SPRING,0,0,Cinco De Mayo,88.02,61.96,74.99,95%,99%,99%,99%,98%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/6/14,Tuesday,SPRING,2,1,,89.24,62.86,76.05,95%,98%,99%,98%,99%,100%,100%,99%,98%,100%,100%,100%,86%,100%,100%,100%,100%
5/7/14,Wednesday,SPRING,3,0,,89.8,66.14,77.97,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,86%,100%,100%,100%
5/8/14,Thursday,SPRING,4,0,,89.84,69.23,79.54,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/9/14,Friday,SPRING,3,0,,90.59,67.67,79.13,94%,97%,99%,98%,89%,100%,100%,99%,98%,96%,100%,100%,100%,100%,100%,100%,100%
5/10/14,Saturday,SPRING,2,0,,88.34,70.87,79.61,94%,97%,99%,98%,89%,100%,100%,99%,98%,96%,100%,100%,100%,100%,100%,100%,100%
5/11/14,Sunday,SPRING,0,0,Mother's Day,87.8,74.5,81.15,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/12/14,Monday,SPRING,2,1,,86.15,69.38,77.77,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/13/14,Tuesday,SPRING,3,0,,86.43,71.14,78.79,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/14/14,Wednesday,SPRING,4,0,,82.86,73.67,78.27,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/15/14,Thursday,SPRING,5,0,,85.37,73.67,79.52,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/16/14,Friday,SPRING,6,0,,80.33,63.28,71.81,93%,96%,98%,97%,89%,86%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,100%
5/17/14,Saturday,SPRING,7,0,,80.7,61.99,71.35,93%,96%,98%,97%,89%,86%,100%,99%,98%,100%,93%,100%,100%,100%,100%,100%,100%
5/18/14,Sunday,SPRING,8,0,,82.78,61.37,72.08,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/19/14,Monday,SPRING,8,0,,84.54,62.75,73.65,95%,98%,99%,99%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/20/14,Tuesday,SPRING,7,0,,84.24,67.65,75.95,94%,95%,98%,96%,89%,100%,100%,99%,98%,100%,62%,100%,100%,100%,100%,100%,100%
5/21/14,Wednesday,SPRING,6,0,,85.87,64.46,75.16,94%,98%,99%,99%,88%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/22/14,Thursday,SPRING,5,0,,90.59,65.2,77.9,92%,95%,97%,96%,88%,100%,100%,88%,98%,100%,100%,100%,100%,100%,100%,100%,100%
5/23/14,Friday,SPRING,4,3,,92.68,69.78,81.23,85%,88%,95%,90%,87%,100%,100%,85%,94%,97%,100%,100%,100%,100%,100%,100%,75%
5/24/14,Saturday,MEMORIAL DAY,3,3,,93.43,73.42,83.43,85%,88%,95%,90%,87%,100%,100%,85%,94%,97%,100%,100%,100%,100%,100%,100%,75%
5/25/14,Sunday,MEMORIAL DAY,2,3,,91.46,74.55,83.01,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
5/26/14,Monday,MEMORIAL DAY,0,0,Memorial Day,87.05,73.51,80.28,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
5/27/14,Tuesday,MEMORIAL DAY,2,3,,87.78,71.2,79.49,83%,89%,95%,91%,87%,100%,100%,77%,98%,100%,100%,100%,100%,100%,100%,100%,75%
5/28/14,Wednesday,SPRING,3,0,,89.32,70.5,79.91,83%,89%,95%,91%,87%,100%,100%,77%,98%,100%,100%,100%,100%,100%,100%,100%,75%
5/29/14,Thursday,SPRING,4,0,,90.34,71.13,80.74,81%,86%,89%,86%,88%,100%,92%,71%,89%,100%,100%,100%,100%,100%,100%,100%,75%
5/30/14,Friday,SPRING,5,0,,85.36,70.84,78.1,77%,84%,87%,84%,88%,100%,88%,67%,87%,92%,93%,100%,100%,100%,100%,100%,75%
5/31/14,Saturday,SPRING,6,0,,82.97,72.5,77.74,77%,84%,87%,84%,88%,100%,88%,67%,87%,92%,93%,100%,100%,100%,100%,100%,75%
6/1/14,Sunday,SPRING,7,0,,83.83,72.79,78.31,70%,82%,84%,82%,78%,100%,79%,67%,87%,92%,97%,100%,100%,100%,100%,100%,59%
6/2/14,Monday,SPRING,8,0,,82.2,72.84,77.52,70%,82%,84%,82%,78%,100%,79%,67%,87%,92%,97%,100%,100%,100%,100%,100%,59%
6/3/14,Tuesday,SPRING,9,0,,81.02,68.64,74.83,70%,81%,84%,81%,78%,100%,79%,65%,87%,88%,97%,100%,100%,100%,100%,100%,59%
6/4/14,Wednesday,SPRING,0,0,Shavuot,85.35,69.47,77.41,68%,80%,82%,79%,78%,100%,79%,62%,84%,84%,97%,100%,100%,100%,100%,100%,59%
6/5/14,Thursday,SPRING,11,0,,88.83,67.34,78.09,64%,58%,48%,56%,78%,100%,46%,52%,68%,79%,58%,3%,17%,100%,100%,78%,22%
6/6/14,Friday,SPRING,10,0,,91.16,71.93,81.55,53%,51%,28%,43%,78%,78%,29%,21%,30%,34%,58%,100%,100%,100%,100%,78%,22%
6/7/14,Saturday,SPRING,9,0,,92.36,75.44,83.9,53%,51%,28%,43%,78%,78%,29%,21%,30%,34%,58%,100%,100%,100%,100%,78%,22%
6/8/14,Sunday,SPRING,8,0,,92.37,72.61,82.49,43%,41%,14%,30%,69%,70%,0%,4%,6%,7%,56%,100%,100%,100%,100%,78%,18%
6/9/14,Monday,SPRING,7,0,,90.98,72.18,81.58,43%,41%,14%,30%,69%,70%,0%,4%,6%,7%,56%,100%,100%,100%,100%,78%,18%
6/10/14,Tuesday,SPRING,6,0,,92.23,72.67,82.45,43%,41%,14%,30%,69%,66%,0%,4%,6%,7%,56%,100%,100%,100%,100%,78%,18%
6/11/14,Wednesday,SPRING,5,0,,85.63,71.34,78.49,39%,33%,11%,24%,69%,66%,0%,6%,8%,3%,19%,100%,100%,100%,100%,78%,18%
6/12/14,Thursday,SPRING,4,0,,86.27,71.2,78.74,37%,32%,11%,23%,69%,66%,0%,6%,8%,3%,14%,100%,100%,100%,100%,40%,18%
6/13/14,Friday,SPRING,3,0,,83.69,70.37,77.03,34%,29%,10%,21%,60%,55%,0%,6%,8%,3%,7%,100%,100%,100%,100%,40%,18%
6/14/14,Saturday,SPRING,2,0,,85.12,72,78.56,34%,29%,10%,21%,60%,55%,0%,6%,8%,3%,7%,100%,100%,100%,100%,40%,18%
6/15/14,Sunday,SPRING,0,0,Father's Day,89.93,70,79.97,28%,26%,9%,19%,60%,41%,0%,6%,8%,3%,0%,100%,100%,100%,100%,40%,2%
6/16/14,Monday,SPRING,2,1,,85.75,70.98,78.37,28%,26%,9%,19%,60%,41%,0%,6%,8%,3%,0%,100%,100%,100%,100%,40%,2%
6/17/14,Tuesday,SPRING,3,0,,88.41,71.19,79.8,27%,25%,9%,19%,55%,41%,0%,6%,8%,3%,0%,100%,100%,100%,100%,40%,2%
6/18/14,Wednesday,SPRING,4,0,,86.78,72.78,79.78,25%,23%,8%,17%,49%,28%,0%,6%,8%,3%,0%,100%,100%,86%,100%,40%,2%
6/19/14,Thursday,SPRING,5,0,,84.83,72.11,78.47,23%,21%,8%,16%,45%,28%,0%,6%,8%,0%,0%,100%,100%,36%,100%,40%,2%
6/20/14,Friday,SPRING,6,0,,89.53,73.18,81.36,21%,19%,7%,14%,41%,28%,0%,6%,8%,0%,0%,100%,86%,0%,100%,0%,2%
6/21/14,Saturday,SPRING,7,0,,91.03,74.14,82.59,21%,19%,7%,14%,41%,28%,0%,6%,8%,0%,0%,100%,86%,0%,100%,0%,2%
6/22/14,Sunday,SPRING,8,0,,89.89,74.48,82.19,15%,15%,6%,11%,34%,0%,0%,6%,8%,0%,0%,100%,86%,0%,100%,0%,2%
6/23/14,Monday,SPRING,9,0,,90.03,73.5,81.77,15%,15%,6%,11%,34%,0%,0%,6%,8%,0%,0%,100%,86%,0%,100%,0%,2%
6/24/14,Tuesday,SPRING,10,0,,90.55,74.61,82.58,15%,15%,6%,11%,39%,0%,0%,6%,8%,0%,0%,100%,86%,0%,100%,0%,2%
6/25/14,Wednesday,SPRING,10,0,,92.4,75.08,83.74,15%,15%,6%,11%,35%,0%,0%,6%,8%,0%,0%,100%,86%,0%,100%,0%,2%
6/26/14,Thursday,SPRING,9,0,,93.13,75.13,84.13,14%,14%,6%,11%,35%,0%,0%,6%,8%,0%,0%,97%,83%,0%,0%,0%,2%
6/27/14,Friday,SPRING,8,0,,92.35,73.27,82.81,12%,2%,2%,3%,7%,0%,0%,6%,8%,0%,0%,0%,0%,0%,0%,0%,2%
6/28/14,Saturday,SPRING,7,0,,94.07,73.43,83.75,12%,2%,2%,3%,7%,0%,0%,6%,8%,0%,0%,0%,0%,0%,0%,0%,2%
6/29/14,Sunday,SPRING,6,0,,92.82,76.72,84.77,4%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
6/30/14,Monday,SPRING,5,0,,87.37,76.85,82.11,4%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
7/1/14,Tuesday,SUMMER BREAK,4,0,,90.93,76.34,83.64,5%,1%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
7/2/14,Wednesday,JULY 4TH,3,4,,87.92,75.98,81.95,5%,1%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
7/3/14,Thursday,JULY 4TH,2,4,,90.84,75.83,83.34,5%,1%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
7/4/14,Friday,JULY 4TH,0,0,Independence Day,86.1,74.39,80.25,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/5/14,Saturday,JULY 4TH,2,4,,89.64,73.34,81.49,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/6/14,Sunday,JULY 4TH,3,4,,86.55,73.02,79.79,8%,5%,1%,2%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/7/14,Monday,SUMMER BREAK,4,0,,84.96,71.51,78.24,8%,5%,1%,2%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/8/14,Tuesday,SUMMER BREAK,5,0,,90.4,73.61,82.01,10%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/9/14,Wednesday,SUMMER BREAK,6,0,,90.34,72.67,81.51,10%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/10/14,Thursday,SUMMER BREAK,7,0,,89.82,73.2,81.51,10%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/11/14,Friday,SUMMER BREAK,8,0,,87.55,73.36,80.46,10%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/12/14,Saturday,SUMMER BREAK,9,0,,91.2,75.18,83.19,10%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/13/14,Sunday,SUMMER BREAK,10,0,,90.43,74.81,82.62,11%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/14/14,Monday,SUMMER BREAK,11,0,,89.7,74.3,82,11%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/15/14,Tuesday,SUMMER BREAK,12,0,,89.04,73.16,81.1,13%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/16/14,Wednesday,SUMMER BREAK,13,0,,82.7,73.5,78.1,13%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/17/14,Thursday,SUMMER BREAK,14,0,,87.5,75.33,81.41,13%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/18/14,Friday,SUMMER BREAK,15,0,,91.87,74.45,83.16,13%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/19/14,Saturday,SUMMER BREAK,16,0,,91.5,75.97,83.74,13%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/20/14,Sunday,SUMMER BREAK,17,0,,91.44,77.67,84.56,14%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/21/14,Monday,SUMMER BREAK,18,0,,91.26,73.25,82.26,14%,5%,1%,3%,37%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/22/14,Tuesday,SUMMER BREAK,19,0,,91.21,73.97,82.59,14%,4%,1%,2%,32%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/23/14,Wednesday,SUMMER BREAK,20,0,,90.83,73.93,82.38,14%,5%,1%,3%,32%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%
7/24/14,Thursday,SUMMER BREAK,21,0,,91.14,76.64,83.89,14%,5%,1%,3%,32%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%
7/25/14,Friday,SUMMER BREAK,22,0,,90.75,75.7,83.23,11%,5%,1%,3%,31%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%
7/26/14,Saturday,SUMMER BREAK,23,0,,90.33,75.61,82.97,11%,5%,1%,3%,31%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%
7/27/14,Sunday,SUMMER BREAK,24,0,,91.2,75.74,83.47,15%,5%,1%,3%,31%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%
7/28/14,Monday,SUMMER BREAK,25,0,,92.1,77.63,84.87,15%,5%,1%,3%,31%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%
7/29/14,Tuesday,SUMMER BREAK,26,0,,89.57,76.34,82.96,15%,5%,1%,3%,31%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%
7/30/14,Wednesday,SUMMER BREAK,27,0,,92.24,74.88,83.56,17%,5%,1%,3%,31%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,15%
7/31/14,Thursday,SUMMER BREAK,28,0,,91.09,75.56,83.33,17%,6%,1%,3%,31%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%
8/1/14,Friday,SUMMER BREAK,29,0,,91.2,75.77,83.49,17%,6%,1%,3%,30%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%
8/2/14,Saturday,SUMMER BREAK,30,0,,92.76,77.33,85.05,17%,6%,1%,3%,30%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%
8/3/14,Sunday,SUMMER BREAK,30,0,,91.9,79.14,85.52,21%,8%,3%,6%,30%,1%,0%,7%,0%,0%,3%,0%,0%,0%,0%,0%,20%
8/4/14,Monday,SUMMER BREAK,29,0,,89.57,75.63,82.6,21%,8%,3%,6%,30%,1%,0%,7%,0%,0%,3%,0%,0%,0%,0%,0%,20%
8/5/14,Tuesday,SUMMER BREAK,28,0,,88.81,74.8,81.81,22%,10%,3%,7%,30%,1%,0%,13%,0%,0%,3%,0%,0%,0%,0%,0%,20%
8/6/14,Wednesday,SUMMER BREAK,27,0,,93.11,76.64,84.88,23%,11%,4%,8%,30%,1%,0%,13%,0%,0%,3%,0%,0%,0%,0%,0%,26%
8/7/14,Thursday,SUMMER BREAK,26,0,,89.85,75.83,82.84,23%,11%,4%,8%,30%,0%,0%,18%,0%,5%,3%,0%,0%,0%,0%,0%,26%
8/8/14,Friday,SUMMER BREAK,25,0,,92.16,74.44,83.3,25%,12%,5%,9%,30%,2%,0%,18%,0%,5%,3%,0%,0%,0%,0%,0%,26%
8/9/14,Saturday,SUMMER BREAK,24,0,,91.14,74.97,83.06,25%,12%,5%,9%,30%,2%,0%,18%,0%,5%,3%,0%,0%,0%,0%,0%,26%
8/10/14,Sunday,SUMMER BREAK,23,0,,89.33,75.94,82.64,33%,17%,10%,15%,42%,2%,8%,29%,4%,5%,3%,0%,0%,0%,0%,0%,32%
8/11/14,Monday,SUMMER BREAK,22,0,,86.09,75.13,80.61,33%,17%,10%,15%,42%,2%,8%,29%,4%,5%,3%,0%,0%,0%,0%,0%,32%
8/12/14,Tuesday,SUMMER BREAK,21,0,,89.62,73.7,81.66,34%,18%,10%,15%,42%,2%,8%,29%,4%,5%,3%,0%,0%,0%,0%,0%,32%
8/13/14,Wednesday,SUMMER BREAK,20,0,,91.05,75.54,83.3,36%,22%,12%,18%,42%,2%,8%,29%,4%,5%,44%,0%,0%,0%,0%,0%,37%
8/14/14,Thursday,SUMMER BREAK,19,0,,90,75.6,82.8,38%,28%,13%,22%,55%,2%,8%,29%,4%,5%,44%,0%,0%,0%,0%,0%,37%
8/15/14,Friday,SUMMER BREAK,18,0,,86.84,75.35,81.1,37%,26%,13%,21%,46%,2%,8%,29%,4%,5%,44%,0%,0%,0%,0%,0%,37%
8/16/14,Saturday,SUMMER BREAK,17,0,,87.55,74.53,81.04,37%,26%,13%,21%,46%,2%,8%,29%,4%,5%,44%,0%,0%,0%,0%,0%,37%
8/17/14,Sunday,SUMMER BREAK,16,0,,91.76,73.65,82.71,47%,41%,72%,53%,50%,2%,69%,89%,88%,9%,50%,0%,0%,0%,0%,0%,36%
8/18/14,Monday,SUMMER BREAK,15,0,,92.98,76.83,84.91,47%,41%,72%,53%,50%,2%,69%,89%,88%,9%,50%,0%,0%,0%,0%,0%,36%
8/19/14,Tuesday,SEPTEMBER LOW,14,0,,93.7,75.59,84.65,50%,44%,80%,59%,50%,2%,92%,100%,100%,9%,50%,0%,0%,0%,0%,0%,43%
8/20/14,Wednesday,SEPTEMBER LOW,13,0,,94.78,76.53,85.66,53%,48%,82%,62%,50%,2%,92%,100%,100%,9%,92%,0%,0%,0%,0%,0%,43%
8/21/14,Thursday,SEPTEMBER LOW,12,0,,95.79,78.45,87.12,53%,49%,82%,62%,50%,8%,92%,100%,100%,9%,92%,0%,0%,0%,0%,0%,43%
8/22/14,Friday,SEPTEMBER LOW,11,0,,93.91,76.62,85.27,53%,49%,82%,62%,50%,8%,92%,100%,100%,9%,92%,0%,0%,0%,0%,0%,43%
8/23/14,Saturday,SEPTEMBER LOW,10,0,,94,75.62,84.81,53%,49%,82%,62%,50%,8%,92%,100%,100%,9%,92%,0%,0%,0%,0%,0%,43%
8/24/14,Sunday,SEPTEMBER LOW,9,0,,95.1,76.15,85.63,75%,71%,90%,79%,55%,41%,100%,95%,93%,97%,93%,0%,0%,0%,0%,22%,82%
8/25/14,Monday,SEPTEMBER LOW,8,0,,89.89,79.14,84.52,75%,71%,90%,79%,55%,41%,100%,95%,93%,97%,93%,0%,0%,0%,0%,22%,82%
8/26/14,Tuesday,SEPTEMBER LOW,7,0,,90.09,75.77,82.93,78%,73%,91%,81%,55%,49%,100%,95%,93%,100%,93%,3%,3%,0%,100%,22%,84%
8/27/14,Wednesday,SEPTEMBER LOW,6,0,,90.04,75.79,82.92,79%,74%,91%,81%,55%,49%,100%,95%,93%,100%,93%,3%,3%,0%,100%,22%,84%
8/28/14,Thursday,SEPTEMBER LOW,5,0,,92.18,74.64,83.41,80%,74%,91%,82%,55%,55%,100%,95%,93%,100%,93%,3%,3%,17%,100%,22%,84%
8/29/14,Friday,SEPTEMBER LOW,4,0,,87.17,74.78,80.98,77%,73%,91%,81%,45%,55%,100%,95%,93%,100%,93%,3%,3%,17%,100%,22%,84%
8/30/14,Saturday,SEPTEMBER LOW,3,0,,92.04,73.61,82.83,77%,73%,91%,81%,45%,55%,100%,95%,93%,100%,93%,3%,3%,17%,100%,22%,84%
8/31/14,Sunday,SEPTEMBER LOW,2,1,,90.63,76.46,83.54,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
9/1/14,Monday,SEPTEMBER LOW,0,0,Labor Day,92.88,75.81,84.35,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
9/2/14,Tuesday,SEPTEMBER LOW,2,1,,90.96,75.97,83.47,90%,85%,96%,90%,80%,94%,100%,100%,100%,100%,100%,3%,3%,100%,100%,60%,91%
9/3/14,Wednesday,SEPTEMBER LOW,3,0,,90.24,74.91,82.57,93%,88%,96%,91%,86%,94%,100%,100%,100%,100%,100%,3%,3%,100%,100%,100%,100%
9/4/14,Thursday,SEPTEMBER LOW,4,0,,88.51,74.54,81.53,94%,97%,99%,98%,90%,94%,100%,100%,100%,100%,100%,100%,86%,100%,100%,100%,100%
9/5/14,Friday,SEPTEMBER LOW,5,0,,88.7,74.14,81.42,94%,97%,99%,98%,90%,94%,100%,100%,100%,100%,100%,100%,86%,100%,100%,100%,100%
9/6/14,Saturday,SEPTEMBER LOW,6,0,,85.96,72.83,79.4,94%,97%,99%,98%,90%,94%,100%,100%,100%,100%,100%,100%,86%,100%,100%,100%,100%
9/7/14,Sunday,SEPTEMBER LOW,7,0,,87.78,73.74,80.76,94%,98%,100%,99%,90%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/8/14,Monday,SEPTEMBER LOW,8,0,,89.48,72.98,81.23,94%,98%,100%,99%,90%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/9/14,Tuesday,SEPTEMBER LOW,9,0,,90.3,74.3,82.3,95%,98%,100%,99%,90%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/10/14,Wednesday,SEPTEMBER LOW,10,0,,89.1,74.68,81.89,95%,98%,100%,99%,90%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/11/14,Thursday,SEPTEMBER LOW,11,0,,89.55,74.64,82.1,95%,98%,100%,99%,90%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/12/14,Friday,SEPTEMBER LOW,12,0,,88.61,76.34,82.48,94%,96%,99%,98%,90%,81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/13/14,Saturday,SEPTEMBER LOW,13,0,,90.56,74.89,82.73,94%,96%,99%,98%,90%,81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/14/14,Sunday,SEPTEMBER LOW,14,0,,89.57,74.54,82.06,93%,97%,97%,97%,90%,93%,95%,94%,97%,100%,100%,100%,100%,100%,100%,100%,100%
9/15/14,Monday,SEPTEMBER LOW,15,0,,90.56,73.44,82,93%,97%,97%,97%,90%,93%,95%,94%,97%,100%,100%,100%,100%,100%,100%,100%,100%
9/16/14,Tuesday,FALL,16,0,,89.55,75.39,82.47,93%,97%,99%,98%,90%,93%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/17/14,Wednesday,FALL,17,0,,80.76,73.26,77.01,91%,96%,99%,97%,86%,93%,100%,96%,100%,100%,97%,100%,100%,100%,100%,100%,100%
9/18/14,Thursday,FALL,18,0,,89.98,72.6,81.29,93%,96%,99%,98%,86%,93%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/19/14,Friday,FALL,19,0,,83.89,71,77.45,89%,94%,98%,96%,86%,85%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/20/14,Saturday,FALL,20,0,,82.71,70.98,76.85,89%,94%,98%,96%,86%,85%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/21/14,Sunday,FALL,21,0,,86.16,70.98,78.57,93%,98%,100%,99%,90%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/22/14,Monday,FALL,22,0,,84.96,72.47,78.72,93%,98%,100%,99%,90%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
9/23/14,Tuesday,FALL,21,0,,83.01,72.23,77.62,93%,98%,100%,99%,90%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
