DATE,DAYOFWEEK,SEASON,HOLIDAYPROX,HOLIDAYMETRIC,HOLIDAYNAME,MAXTEMP,MINTEMP,MEANTEMP,INSESSION,INWEIGHTED,INMAREKETS,INDRIVEWT,INCALIFORNIA,INWASHINGTONDC,INCENTRALFL,INDRIVE,INFLORIDA,INMARDIGRAS,INMIDWEST,INNYNJ,INNYNJPA,INNEWENGLAND,INJERSEY,INNORTHWEST,INSOUTHWEST
6/1/17,Thursday,SPRING,4,0,,91.36,71.7,81.53,66%,69%,38%,59%,78%,85%,18%,46%,53%,84%,58%,100%,100%,88%,100%,100%,63%
6/2/17,Friday,SPRING,5,0,,85.62,72.46,79.04,57%,61%,35%,53%,70%,85%,18%,46%,53%,40%,53%,100%,100%,100%,100%,100%,54%
6/3/17,Saturday,SPRING,6,0,,85.32,71.27,78.29,57%,61%,35%,53%,70%,85%,18%,46%,53%,40%,53%,100%,100%,100%,100%,100%,54%
6/4/17,Sunday,SPRING,7,0,,81.95,72.41,77.18,44%,52%,22%,41%,68%,83%,0%,26%,33%,12%,56%,100%,100%,100%,100%,78%,45%
6/5/17,Monday,SPRING,8,0,,81.67,73.79,77.73,44%,52%,22%,41%,68%,83%,0%,26%,33%,12%,56%,100%,100%,100%,100%,78%,45%
6/6/17,Tuesday,SPRING,9,0,,83.4,73.83,78.62,44%,52%,22%,41%,68%,83%,0%,26%,33%,12%,56%,100%,100%,100%,100%,78%,45%
6/7/17,Wednesday,SPRING,10,0,,78.14,72.56,75.35,43%,51%,22%,41%,68%,83%,0%,26%,33%,4%,56%,100%,100%,100%,100%,78%,45%
6/8/17,Thursday,SPRING,11,0,,81.39,72.88,77.13,42%,43%,19%,34%,68%,83%,0%,26%,33%,4%,56%,3%,17%,100%,100%,78%,45%
6/9/17,Friday,SPRING,10,0,,88.26,69.4,78.83,38%,42%,14%,30%,65%,83%,0%,2%,0%,4%,47%,100%,100%,72%,100%,78%,15%
6/10/17,Saturday,SPRING,9,0,,85.62,74,79.81,38%,42%,14%,30%,65%,83%,0%,2%,0%,4%,47%,100%,100%,72%,100%,78%,15%
6/11/17,Sunday,SPRING,8,0,,88.48,73.57,81.03,29%,25%,8%,17%,64%,75%,0%,2%,0%,4%,42%,3%,17%,72%,100%,40%,7%
6/12/17,Monday,SPRING,7,0,,86,73.87,79.94,29%,25%,8%,17%,64%,75%,0%,2%,0%,4%,42%,3%,17%,72%,100%,40%,7%
6/13/17,Tuesday,SPRING,6,0,,85.84,74.15,80,29%,31%,10%,22%,55%,69%,0%,2%,0%,4%,42%,100%,100%,72%,100%,40%,7%
6/14/17,Wednesday,SPRING,5,0,,85.31,72.84,79.08,28%,30%,9%,21%,55%,55%,0%,2%,0%,4%,42%,100%,100%,63%,100%,40%,7%
6/15/17,Thursday,SPRING,4,0,,86.88,71.47,79.18,24%,28%,9%,20%,44%,55%,0%,2%,0%,4%,40%,97%,97%,60%,0%,40%,7%
6/16/17,Friday,SPRING,3,0,,83.31,70.77,77.04,22%,27%,9%,19%,44%,50%,0%,2%,0%,4%,40%,97%,97%,48%,0%,40%,7%
6/17/17,Saturday,SPRING,2,0,,89.6,71.5,80.55,22%,27%,9%,19%,44%,50%,0%,2%,0%,4%,40%,97%,97%,48%,0%,40%,7%
6/18/17,Sunday,SPRING,0,0,Father's Day,89.77,74.12,81.95,18%,23%,7%,16%,44%,20%,0%,0%,0%,0%,40%,97%,97%,48%,0%,40%,0%
6/19/17,Monday,SPRING,2,1,,85.58,74.17,79.88,18%,23%,7%,16%,44%,20%,0%,0%,0%,0%,40%,97%,97%,48%,0%,40%,0%
6/20/17,Tuesday,SPRING,3,0,,89.46,74.49,81.98,17%,22%,6%,15%,44%,13%,0%,0%,0%,0%,40%,97%,97%,32%,0%,40%,0%
6/21/17,Wednesday,SPRING,4,0,,91.3,77.2,84.25,14%,16%,5%,11%,40%,13%,0%,0%,0%,0%,3%,97%,83%,32%,0%,40%,0%
6/22/17,Thursday,SPRING,5,0,,92.26,75.67,83.97,12%,15%,5%,11%,36%,13%,0%,0%,0%,0%,0%,97%,83%,0%,0%,40%,0%
6/23/17,Friday,SPRING,6,0,,91.64,73.88,82.76,12%,15%,5%,11%,36%,13%,0%,0%,0%,0%,0%,97%,83%,0%,0%,40%,0%
6/24/17,Saturday,SPRING,7,0,,92.77,76.72,84.75,12%,15%,5%,11%,36%,13%,0%,0%,0%,0%,0%,97%,83%,0%,0%,40%,0%
6/25/17,Sunday,SPRING,8,0,,90.85,77.37,84.11,8%,5%,1%,3%,35%,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%,0%,0%
6/26/17,Monday,SPRING,9,0,,87.49,76.92,82.21,8%,5%,1%,3%,35%,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%,0%,0%
6/27/17,Tuesday,SPRING,8,0,,89.26,73.55,81.41,9%,14%,4%,9%,35%,0%,0%,0%,0%,0%,3%,97%,83%,0%,0%,0%,0%
6/28/17,Wednesday,SPRING,7,0,,88.69,72.24,80.47,9%,14%,4%,9%,35%,0%,0%,0%,0%,0%,3%,97%,83%,0%,0%,0%,0%
6/29/17,Thursday,SPRING,6,0,,90.42,75.5,82.96,8%,5%,1%,3%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
6/30/17,Friday,SPRING,5,0,,91.75,76.05,83.9,8%,5%,1%,3%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/1/17,Saturday,SUMMER BREAK,4,0,,87.72,76.19,81.96,8%,5%,1%,3%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/2/17,Sunday,JULY 4TH,3,4,,90.96,74.24,82.6,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/3/17,Monday,JULY 4TH,2,4,,90.26,76.22,83.24,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/4/17,Tuesday,JULY 4TH,0,0,Independence Day,92.91,74.48,83.7,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/5/17,Wednesday,JULY 4TH,2,4,,93.54,75.9,84.72,1%,1%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/6/17,Thursday,JULY 4TH,3,4,,93.52,76.12,84.82,1%,1%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/7/17,Friday,SUMMER BREAK,4,0,,92.22,75.61,83.92,1%,1%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/8/17,Saturday,SUMMER BREAK,5,0,,87.82,75.72,81.77,1%,1%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/9/17,Sunday,SUMMER BREAK,6,0,,89.86,73.89,81.88,5%,1%,0%,1%,9%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/10/17,Monday,SUMMER BREAK,7,0,,91.6,74.35,82.98,5%,1%,0%,1%,9%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/11/17,Tuesday,SUMMER BREAK,8,0,,90.04,73.87,81.96,7%,1%,0%,1%,12%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/12/17,Wednesday,SUMMER BREAK,9,0,,89.24,74.88,82.06,7%,1%,0%,1%,12%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/13/17,Thursday,SUMMER BREAK,10,0,,86.67,74.58,80.63,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/14/17,Friday,SUMMER BREAK,11,0,,87.26,77.21,82.24,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/15/17,Saturday,SUMMER BREAK,12,0,,92.52,75.72,84.12,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/16/17,Sunday,SUMMER BREAK,13,0,,92.29,75.64,83.97,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/17/17,Monday,SUMMER BREAK,14,0,,91.42,74.22,82.82,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/18/17,Tuesday,SUMMER BREAK,15,0,,88.44,74.18,81.31,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/19/17,Wednesday,SUMMER BREAK,16,0,,88.17,74.84,81.51,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/20/17,Thursday,SUMMER BREAK,17,0,,89.65,74.29,81.97,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/21/17,Friday,SUMMER BREAK,18,0,,87.06,74.24,80.65,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/22/17,Saturday,SUMMER BREAK,19,0,,85.15,73.92,79.54,9%,1%,0%,1%,13%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/23/17,Sunday,SUMMER BREAK,20,0,,81.35,75.25,78.3,9%,1%,0%,1%,5%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%
7/24/17,Monday,SUMMER BREAK,21,0,,88.31,76.46,82.39,9%,1%,0%,1%,5%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%
7/25/17,Tuesday,SUMMER BREAK,22,0,,93.07,75.44,84.26,13%,2%,0%,1%,5%,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,6%
7/26/17,Wednesday,SUMMER BREAK,23,0,,93.69,77.3,85.5,14%,2%,0%,1%,5%,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,6%
7/27/17,Thursday,SUMMER BREAK,24,0,,91.8,76.61,84.21,13%,1%,0%,1%,4%,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,6%
7/28/17,Friday,SUMMER BREAK,25,0,,91.53,76.77,84.15,12%,1%,0%,1%,4%,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,6%
7/29/17,Saturday,SUMMER BREAK,26,0,,87.02,77.11,82.07,12%,1%,0%,1%,4%,1%,0%,0%,0%,1%,0%,0%,0%,0%,0%,0%,6%
7/30/17,Sunday,SUMMER BREAK,27,0,,81.61,76.81,79.21,15%,3%,1%,2%,4%,1%,0%,4%,0%,3%,3%,0%,0%,0%,0%,0%,6%
7/31/17,Monday,SUMMER BREAK,28,0,,78.83,74.17,76.5,15%,3%,1%,2%,4%,1%,0%,4%,0%,3%,3%,0%,0%,0%,0%,0%,6%
8/1/17,Tuesday,SUMMER BREAK,29,0,,91.5,73.92,82.71,16%,4%,2%,3%,2%,1%,0%,6%,0%,3%,3%,0%,0%,0%,0%,0%,6%
8/2/17,Wednesday,SUMMER BREAK,30,0,,84.19,75.14,79.66,17%,4%,2%,3%,2%,1%,0%,6%,0%,3%,3%,0%,0%,0%,0%,0%,15%
8/3/17,Thursday,SUMMER BREAK,31,0,,90.84,74.84,82.84,17%,5%,2%,4%,2%,1%,0%,6%,0%,3%,3%,0%,0%,0%,0%,0%,20%
8/4/17,Friday,SUMMER BREAK,32,0,,92.57,74.58,83.57,17%,5%,2%,4%,8%,1%,0%,6%,0%,1%,3%,0%,0%,0%,0%,0%,20%
8/5/17,Saturday,SUMMER BREAK,31,0,,92.08,77.29,84.69,17%,5%,2%,4%,8%,1%,0%,6%,0%,1%,3%,0%,0%,0%,0%,0%,20%
8/6/17,Sunday,SUMMER BREAK,30,0,,92.69,76.21,84.45,25%,10%,5%,8%,12%,1%,0%,21%,0%,3%,3%,0%,0%,0%,0%,0%,26%
8/7/17,Monday,SUMMER BREAK,29,0,,92.32,77.5,84.91,25%,10%,5%,8%,12%,1%,0%,21%,0%,3%,3%,0%,0%,0%,0%,0%,26%
8/8/17,Tuesday,SUMMER BREAK,28,0,,92.9,78.01,85.46,26%,12%,5%,10%,12%,0%,0%,24%,0%,9%,3%,0%,0%,0%,0%,0%,26%
8/9/17,Wednesday,SUMMER BREAK,27,0,,93.02,77.41,85.22,31%,13%,6%,11%,15%,1%,0%,24%,0%,9%,6%,0%,0%,0%,0%,0%,32%
8/10/17,Thursday,SUMMER BREAK,26,0,,92.32,77.43,84.88,37%,23%,30%,28%,18%,1%,60%,50%,33%,13%,6%,0%,0%,0%,0%,0%,32%
8/11/17,Friday,SUMMER BREAK,25,0,,89.47,76.51,82.99,37%,23%,30%,28%,18%,1%,60%,50%,33%,13%,6%,0%,0%,0%,0%,0%,32%
8/12/17,Saturday,SUMMER BREAK,24,0,,90.72,75.74,83.23,37%,23%,30%,28%,18%,1%,60%,50%,33%,13%,6%,0%,0%,0%,0%,0%,32%
8/13/17,Sunday,SUMMER BREAK,23,0,,88.05,75.88,81.97,47%,34%,64%,46%,22%,2%,86%,72%,64%,19%,18%,0%,0%,0%,0%,0%,67%
8/14/17,Monday,SUMMER BREAK,22,0,,90.83,75.86,83.35,47%,34%,64%,46%,22%,2%,86%,72%,64%,19%,18%,0%,0%,0%,0%,0%,67%
8/15/17,Tuesday,SUMMER BREAK,21,0,,89.9,77.16,83.53,48%,40%,72%,51%,73%,2%,92%,74%,67%,19%,18%,0%,0%,0%,0%,0%,67%
8/16/17,Wednesday,SUMMER BREAK,20,0,,89.8,77.56,83.68,51%,45%,74%,55%,73%,6%,92%,74%,67%,27%,54%,0%,0%,0%,0%,0%,68%
8/17/17,Thursday,SUMMER BREAK,19,0,,90.61,76.38,83.5,52%,46%,74%,55%,73%,6%,92%,74%,67%,27%,54%,0%,0%,0%,0%,0%,68%
8/18/17,Friday,SUMMER BREAK,18,0,,89.61,74.7,82.16,51%,46%,74%,55%,73%,4%,92%,74%,67%,27%,54%,0%,0%,0%,0%,0%,67%
8/19/17,Saturday,SUMMER BREAK,17,0,,92.52,73.51,83.02,51%,46%,74%,55%,73%,4%,92%,74%,67%,27%,54%,0%,0%,0%,0%,0%,67%
8/20/17,Sunday,SUMMER BREAK,16,0,,89.59,77.46,83.53,61%,57%,83%,67%,77%,11%,92%,97%,100%,53%,54%,0%,0%,0%,0%,0%,68%
8/21/17,Monday,SUMMER BREAK,15,0,,90.24,76.95,83.6,61%,57%,83%,67%,77%,11%,92%,97%,100%,53%,54%,0%,0%,0%,0%,0%,68%
8/22/17,Tuesday,SEPTEMBER LOW,14,0,,93.04,74.22,83.63,65%,59%,84%,68%,77%,11%,92%,100%,100%,57%,54%,0%,0%,0%,0%,22%,75%
8/23/17,Wednesday,SEPTEMBER LOW,13,0,,91.35,76.42,83.89,66%,60%,86%,70%,77%,11%,100%,98%,100%,56%,59%,0%,0%,0%,0%,22%,84%
8/24/17,Thursday,SEPTEMBER LOW,12,0,,90.71,76.31,83.51,70%,61%,86%,71%,77%,12%,100%,100%,100%,60%,59%,0%,0%,0%,0%,22%,84%
8/25/17,Friday,SEPTEMBER LOW,11,0,,86.13,76.43,81.28,69%,61%,86%,71%,77%,12%,100%,100%,100%,60%,59%,0%,0%,0%,0%,22%,83%
8/26/17,Saturday,SEPTEMBER LOW,10,0,,85.88,76.17,81.03,69%,61%,86%,71%,77%,12%,100%,100%,100%,60%,59%,0%,0%,0%,0%,22%,83%
8/27/17,Sunday,SEPTEMBER LOW,9,0,,84.62,76.33,80.48,80%,73%,91%,80%,87%,32%,100%,100%,100%,100%,61%,0%,0%,16%,0%,22%,84%
8/28/17,Monday,SEPTEMBER LOW,8,0,,82.91,75.27,79.09,80%,73%,91%,80%,87%,32%,100%,100%,100%,100%,61%,0%,0%,16%,0%,22%,84%
8/29/17,Tuesday,SEPTEMBER LOW,7,0,,86.28,74.74,80.51,80%,73%,91%,80%,87%,32%,100%,100%,100%,100%,61%,0%,0%,16%,0%,22%,84%
8/30/17,Wednesday,SEPTEMBER LOW,6,0,,92.09,73.47,82.78,84%,75%,91%,81%,91%,32%,100%,100%,100%,100%,61%,0%,0%,56%,0%,60%,84%
8/31/17,Thursday,SEPTEMBER LOW,5,0,,93.25,77.28,85.27,85%,76%,92%,82%,93%,32%,100%,100%,100%,100%,61%,0%,0%,68%,0%,60%,84%
9/1/17,Friday,SEPTEMBER LOW,4,0,,91.21,74.38,82.79,83%,75%,90%,80%,94%,32%,95%,98%,98%,100%,54%,0%,0%,68%,0%,60%,83%
9/2/17,Saturday,SEPTEMBER LOW,3,0,,86.44,73.13,79.79,83%,75%,90%,80%,94%,32%,95%,98%,98%,100%,54%,0%,0%,68%,0%,60%,83%
9/3/17,Sunday,SEPTEMBER LOW,2,1,,86.24,74.23,80.24,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
9/4/17,Monday,SEPTEMBER LOW,0,0,Labor Day,88.33,75.08,81.71,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
9/5/17,Tuesday,SEPTEMBER LOW,2,1,,89.19,74.89,82.04,92%,88%,96%,91%,94%,91%,100%,100%,100%,100%,97%,3%,17%,60%,100%,60%,91%
9/6/17,Wednesday,SEPTEMBER LOW,3,0,,83.97,76.1,80.04,95%,91%,97%,93%,99%,100%,100%,100%,100%,100%,100%,3%,17%,68%,100%,100%,99%
9/7/17,Thursday,SEPTEMBER LOW,4,0,,90.65,75.31,82.98,96%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
9/8/17,Friday,SEPTEMBER LOW,5,0,,86.99,77.11,82.05,95%,100%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
9/9/17,Saturday,SEPTEMBER LOW,6,0,,83.44,76.8,80.12,95%,100%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
9/12/17,Tuesday,SEPTEMBER LOW,9,0,,87.71,72.6,80.16,96%,100%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
9/13/17,Wednesday,SEPTEMBER LOW,10,0,,89.86,71.33,80.6,96%,100%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
9/14/17,Thursday,SEPTEMBER LOW,11,0,,89.76,75.76,82.76,95%,100%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
9/15/17,Friday,SEPTEMBER LOW,12,0,,89.67,74.77,82.22,93%,99%,92%,97%,99%,99%,94%,98%,97%,100%,100%,100%,100%,100%,100%,100%,99%
9/16/17,Saturday,SEPTEMBER LOW,13,0,,90.26,75.87,83.07,93%,99%,92%,97%,99%,99%,94%,98%,97%,100%,100%,100%,100%,100%,100%,100%,99%
9/17/17,Sunday,SEPTEMBER LOW,14,0,,89.4,74.62,82.01,94%,98%,92%,96%,99%,99%,81%,94%,91%,100%,100%,100%,100%,100%,100%,100%,99%
9/18/17,Monday,SEPTEMBER LOW,15,0,,85.73,73.07,79.4,94%,98%,92%,96%,99%,99%,81%,94%,91%,100%,100%,100%,100%,100%,100%,100%,99%
9/19/17,Tuesday,FALL,16,0,,86.28,73.24,79.76,95%,100%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
9/20/17,Wednesday,FALL,17,0,,90.34,72.31,81.33,94%,99%,100%,99%,99%,99%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,99%
9/21/17,Thursday,FALL,0,0,Rosh Hashanah,89.27,72.63,80.95,88%,78%,85%,78%,99%,57%,100%,76%,66%,100%,100%,3%,3%,88%,100%,100%,99%
9/22/17,Friday,FALL,18,0,,87.75,73.94,80.85,87%,81%,89%,83%,99%,71%,100%,87%,81%,93%,95%,3%,3%,100%,100%,100%,99%
9/23/17,Saturday,FALL,17,0,,87.38,74.19,80.79,87%,81%,89%,83%,99%,71%,100%,87%,81%,93%,95%,3%,3%,100%,100%,100%,99%
9/24/17,Sunday,FALL,16,0,,88.97,74.87,81.92,92%,98%,99%,98%,99%,96%,100%,96%,100%,96%,100%,100%,100%,100%,100%,100%,99%
9/25/17,Monday,FALL,15,0,,90.63,74.12,82.38,92%,98%,99%,98%,99%,96%,100%,96%,100%,96%,100%,100%,100%,100%,100%,100%,99%
9/26/17,Tuesday,FALL,14,0,,91.27,74.1,82.69,93%,98%,99%,98%,99%,99%,100%,96%,100%,96%,100%,100%,100%,100%,100%,100%,99%
9/27/17,Wednesday,FALL,13,0,,91.15,74.66,82.91,92%,98%,99%,98%,99%,99%,100%,96%,100%,96%,100%,100%,100%,100%,100%,100%,97%
9/28/17,Thursday,FALL,12,0,,91.84,73.98,82.91,93%,98%,99%,98%,99%,99%,100%,96%,100%,96%,100%,100%,100%,100%,100%,100%,99%
9/29/17,Friday,FALL,11,0,,88.03,74.84,81.44,85%,97%,99%,97%,96%,99%,100%,96%,100%,88%,100%,100%,100%,100%,100%,100%,99%
9/30/17,Saturday,FALL,0,0,Yom Kippur,85.89,74.36,80.13,85%,97%,99%,97%,96%,99%,100%,96%,100%,88%,100%,100%,100%,100%,100%,100%,99%
10/1/17,Sunday,FALL,9,0,,85.07,74.26,79.66,91%,98%,100%,99%,93%,100%,100%,100%,100%,99%,97%,100%,100%,100%,100%,100%,94%
10/2/17,Monday,FALL,8,0,,84.2,74.71,79.46,91%,98%,100%,99%,93%,100%,100%,100%,100%,99%,97%,100%,100%,100%,100%,100%,94%
10/3/17,Tuesday,FALL,7,0,,81.86,74.84,78.35,92%,99%,100%,99%,99%,100%,100%,100%,100%,99%,97%,100%,100%,100%,100%,100%,94%
10/4/17,Wednesday,FALL,6,0,,81.48,73.03,77.26,92%,99%,100%,99%,99%,100%,100%,100%,100%,99%,97%,100%,100%,100%,100%,100%,94%
10/5/17,Thursday,FALL,0,0,Sukkot,77.82,72.83,75.32,90%,97%,99%,98%,99%,100%,100%,96%,100%,99%,97%,100%,100%,100%,100%,78%,85%
10/6/17,Friday,FALL,4,2,,88.92,73.62,81.27,84%,85%,95%,89%,95%,89%,100%,91%,100%,95%,61%,100%,100%,100%,100%,78%,82%
10/7/17,Saturday,COLUMBUS DAY,3,2,,90.58,77.83,84.21,84%,85%,95%,89%,95%,89%,100%,91%,100%,95%,61%,100%,100%,100%,100%,78%,82%
10/8/17,Sunday,COLUMBUS DAY,2,2,,89.63,76.98,83.31,67%,60%,76%,64%,91%,72%,77%,60%,75%,46%,25%,0%,14%,40%,0%,100%,73%
10/9/17,Monday,COLUMBUS DAY,0,0,Columbus Day,89.87,76.73,83.3,67%,60%,76%,64%,91%,72%,77%,60%,75%,46%,25%,0%,14%,40%,0%,100%,73%
10/10/17,Tuesday,COLUMBUS DAY,2,2,,90.1,76.11,83.1,87%,90%,94%,90%,99%,100%,100%,86%,86%,92%,61%,100%,100%,100%,100%,100%,88%
10/11/17,Wednesday,FALL,3,0,,88.1,73.5,80.8,89%,94%,96%,94%,99%,100%,100%,88%,86%,99%,97%,100%,100%,100%,100%,100%,88%
10/12/17,Thursday,FALL,0,0,Shemini Atzeret,85.84,70.97,78.41,88%,93%,95%,94%,99%,100%,100%,88%,86%,99%,97%,100%,100%,100%,100%,100%,79%
10/13/17,Friday,FALL,5,0,,85.91,74.34,80.13,83%,90%,94%,91%,99%,99%,100%,88%,86%,85%,87%,100%,100%,100%,100%,100%,79%
10/14/17,Saturday,FALL,6,0,,86.02,74.85,80.44,83%,90%,94%,91%,99%,99%,100%,88%,86%,85%,87%,100%,100%,100%,100%,100%,79%
10/15/17,Sunday,FALL,7,0,,88.09,73.09,80.59,84%,91%,58%,80%,99%,94%,45%,76%,66%,91%,91%,100%,100%,100%,100%,100%,99%
10/16/17,Monday,FALL,8,0,,88.57,73.9,81.24,84%,91%,58%,80%,99%,94%,45%,76%,66%,91%,91%,100%,100%,100%,100%,100%,99%
10/17/17,Tuesday,FALL,9,0,,80.03,71.89,75.96,93%,99%,96%,98%,99%,100%,93%,98%,97%,100%,97%,100%,100%,100%,100%,100%,99%
10/18/17,Wednesday,FALL,10,0,,80.8,70.57,75.69,93%,99%,100%,99%,99%,100%,100%,100%,100%,100%,95%,100%,100%,100%,100%,100%,99%
10/19/17,Thursday,FALL,0,0,Utah Education Association Convention,85.52,70.1,77.81,81%,92%,95%,93%,93%,79%,92%,97%,100%,92%,93%,100%,100%,99%,100%,100%,82%
10/20/17,Friday,FALL,0,0,Utah Education Association Convention,84.39,71.63,78.01,74%,82%,79%,80%,93%,57%,86%,74%,68%,82%,89%,100%,100%,96%,100%,100%,82%
10/21/17,Saturday,FALL,11,0,,84.55,71.36,77.96,74%,82%,79%,80%,93%,57%,86%,74%,68%,82%,89%,100%,100%,96%,100%,100%,82%
10/22/17,Sunday,FALL,10,0,,87.62,73.18,80.4,90%,98%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%
10/23/17,Monday,FALL,9,0,,84.49,73.9,79.2,90%,98%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%
10/24/17,Tuesday,FALL,8,0,,80.35,67.56,73.96,93%,99%,100%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
10/25/17,Wednesday,FALL,7,0,,70.84,56.7,63.77,92%,99%,100%,99%,98%,100%,100%,100%,100%,100%,100%,97%,97%,88%,0%,100%,99%
10/26/17,Thursday,FALL,6,0,,72.57,52.49,62.53,91%,99%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%
10/27/17,Friday,FALL,0,0,Nevada Day,78.28,55.27,66.78,83%,89%,71%,84%,98%,94%,79%,77%,71%,96%,97%,100%,100%,100%,100%,78%,59%
10/28/17,Saturday,HALLOWEEN,4,0,,79.24,60.34,69.79,83%,89%,71%,84%,98%,94%,79%,77%,71%,96%,97%,100%,100%,100%,100%,78%,59%
10/29/17,Sunday,HALLOWEEN,3,0,,68.98,52.07,60.53,93%,96%,98%,96%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
10/30/17,Monday,HALLOWEEN,2,0,,67.61,46.15,56.88,93%,96%,98%,96%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
10/31/17,Tuesday,HALLOWEEN,0,0,Halloween,74.67,47.55,61.11,95%,99%,100%,99%,99%,100%,100%,98%,100%,100%,100%,100%,100%,100%,100%,100%,95%
11/1/17,Wednesday,HALLOWEEN,2,1,,79.22,58.18,68.7,95%,99%,100%,99%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
11/2/17,Thursday,HALLOWEEN,3,0,,82.13,60.37,71.25,95%,99%,100%,100%,99%,100%,100%,100%,100%,100%,98%,100%,100%,100%,100%,100%,95%
11/3/17,Friday,FALL,4,0,,80.64,64.88,72.76,90%,94%,98%,96%,99%,100%,100%,100%,100%,96%,62%,100%,100%,72%,100%,40%,92%
11/4/17,Saturday,JERSEY WEEK,5,0,,82.52,63.7,73.11,90%,94%,98%,96%,99%,100%,100%,100%,100%,96%,62%,100%,100%,72%,100%,40%,92%
11/5/17,Sunday,JERSEY WEEK,6,0,,82.1,64.33,73.22,93%,95%,98%,96%,99%,57%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
11/6/17,Monday,JERSEY WEEK,6,0,,83.22,69.27,76.25,93%,95%,98%,96%,99%,57%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%
